00:50:56:c0:00:08,00:50:56:c0:00:08,/192.168.80.1,5.0,0,0
00:50:56:e2:c3:32,00:50:56:e2:c3:32,/192.168.80.2,5.0,0,0
WebGate,00:0c:29:42:96:f9,/192.168.80.130,5.0,0,0
